latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
47.34622,8.543372,442.0,7200,Europe/Berlin,CEST

time,temperature_2m (°C),relative_humidity_2m (%),rain (mm),cloud_cover (%),wind_speed_10m (km/h)
2024-01-22T23:00,5.1,86,0.10,100,18.3
2024-01-23T00:00,5.6,85,0.00,21,18.5
2024-01-23T01:00,4.7,87,0.00,14,16.1
2024-01-23T02:00,4.7,87,0.00,11,16.9
2024-01-23T03:00,4.4,87,0.00,95,14.1
2024-01-23T04:00,4.3,89,0.10,100,13.4
2024-01-23T05:00,4.4,89,0.50,91,11.8
2024-01-23T06:00,4.0,90,0.10,71,9.3
2024-01-23T07:00,3.6,90,0.00,45,10.2
2024-01-23T08:00,3.4,89,0.00,24,12.8
2024-01-23T09:00,3.5,87,0.20,52,14.3
2024-01-23T10:00,4.2,86,0.50,75,16.0
2024-01-23T11:00,5.1,85,0.00,100,19.1
2024-01-23T12:00,5.8,83,0.10,99,17.0
2024-01-23T13:00,6.8,79,0.00,34,14.5
2024-01-23T14:00,7.8,73,0.00,60,14.3
2024-01-23T15:00,8.4,71,0.00,75,14.1
2024-01-23T16:00,7.5,73,0.00,74,10.1
2024-01-23T17:00,6.8,74,0.00,89,7.0
2024-01-23T18:00,5.8,77,0.00,90,7.1
2024-01-23T19:00,5.7,75,0.00,87,7.5
2024-01-23T20:00,5.6,73,0.10,78,7.5
2024-01-23T21:00,5.1,78,0.30,100,6.6
2024-01-23T22:00,4.7,84,0.10,98,7.3
2024-01-23T23:00,3.1,91,0.00,100,5.8
2024-01-24T00:00,3.8,89,0.00,100,4.7
2024-01-24T01:00,4.7,84,0.00,100,7.2
2024-01-24T02:00,5.5,80,0.00,100,7.1
2024-01-24T03:00,5.6,83,0.00,100,9.2
2024-01-24T04:00,7.9,70,0.00,97,17.4
2024-01-24T05:00,8.6,70,0.00,100,17.4
2024-01-24T06:00,9.0,71,0.00,88,18.3
2024-01-24T07:00,9.1,74,0.20,85,16.6
2024-01-24T08:00,9.7,73,0.10,88,20.6
2024-01-24T09:00,10.5,73,0.00,100,25.0
2024-01-24T10:00,11.4,70,0.00,100,25.0
2024-01-24T11:00,11.8,68,0.00,100,24.2
2024-01-24T12:00,12.6,64,0.00,100,28.4
2024-01-24T13:00,12.3,65,0.00,100,27.7
2024-01-24T14:00,12.5,64,0.00,100,25.4
2024-01-24T15:00,12.9,67,0.00,100,26.3
2024-01-24T16:00,12.0,71,0.10,100,26.3
2024-01-24T17:00,11.3,76,0.30,100,24.5
2024-01-24T18:00,10.6,80,0.20,100,21.0
2024-01-24T19:00,10.3,81,0.00,100,19.3
2024-01-24T20:00,10.0,82,0.00,100,17.7
2024-01-24T21:00,9.4,85,0.10,100,13.7
2024-01-24T22:00,9.1,88,0.40,100,9.4
2024-01-24T23:00,8.2,92,0.90,100,6.6
2024-01-25T00:00,7.8,92,0.90,100,6.2
2024-01-25T01:00,8.8,89,0.30,94,14.5
2024-01-25T02:00,9.0,89,0.00,100,15.9
2024-01-25T03:00,9.1,92,0.70,100,8.4
2024-01-25T04:00,9.0,92,0.50,100,9.2
2024-01-25T05:00,8.9,92,0.90,100,8.6
2024-01-25T06:00,8.5,93,0.60,100,6.1
2024-01-25T07:00,8.7,92,0.20,100,7.6
2024-01-25T08:00,8.8,92,0.10,100,8.6
2024-01-25T09:00,9.0,91,0.00,100,10.2
2024-01-25T10:00,8.8,92,0.00,100,8.1
2024-01-25T11:00,8.7,93,0.00,100,4.9
2024-01-25T12:00,8.7,94,0.10,100,3.6
2024-01-25T13:00,9.0,93,0.20,100,4.5
2024-01-25T14:00,9.4,91,0.10,100,5.2
2024-01-25T15:00,10.2,89,0.20,100,2.3
2024-01-25T16:00,10.7,88,0.00,100,1.8
2024-01-25T17:00,10.5,89,0.00,100,2.2
2024-01-25T18:00,9.6,95,0.00,100,2.9
2024-01-25T19:00,9.6,93,0.10,100,2.0
2024-01-25T20:00,8.7,96,0.00,100,4.0
2024-01-25T21:00,9.1,95,0.00,100,3.6
2024-01-25T22:00,8.0,97,0.00,100,5.5
2024-01-25T23:00,7.7,97,0.00,100,6.3
2024-01-26T00:00,7.9,96,0.00,100,4.3
2024-01-26T01:00,8.1,93,0.00,100,6.3
2024-01-26T02:00,7.9,93,0.00,100,5.1
2024-01-26T03:00,7.1,94,0.00,43,5.4
2024-01-26T04:00,6.1,94,0.00,41,5.6
2024-01-26T05:00,5.8,93,0.00,76,5.2
2024-01-26T06:00,5.8,93,0.00,92,4.0
2024-01-26T07:00,5.7,94,0.00,100,5.1
2024-01-26T08:00,6.0,93,0.00,95,4.6
2024-01-26T09:00,5.7,94,0.00,93,3.9
2024-01-26T10:00,6.1,93,0.00,50,6.3
2024-01-26T11:00,7.6,90,0.00,83,7.3
2024-01-26T12:00,9.2,86,0.00,89,7.4
2024-01-26T13:00,9.7,75,0.00,90,12.7
2024-01-26T14:00,10.0,75,0.20,95,12.9
2024-01-26T15:00,9.4,84,0.50,100,11.6
2024-01-26T16:00,9.0,85,0.70,100,12.9
2024-01-26T17:00,8.7,87,0.80,100,12.0
2024-01-26T18:00,8.6,88,0.80,100,11.2
2024-01-26T19:00,8.6,89,0.80,100,10.0
2024-01-26T20:00,8.5,90,0.20,100,8.2
2024-01-26T21:00,8.5,90,0.10,100,8.4
2024-01-26T22:00,8.2,92,0.00,27,8.0
2024-01-26T23:00,6.6,95,0.00,30,6.2
2024-01-27T00:00,5.3,97,0.00,73,5.7
2024-01-27T01:00,4.7,99,0.00,90,5.9
2024-01-27T02:00,4.8,99,0.00,90,3.6
2024-01-27T03:00,4.2,99,0.00,86,5.0
2024-01-27T04:00,4.6,99,0.00,90,3.6
2024-01-27T05:00,4.8,98,0.00,90,4.5
2024-01-27T06:00,4.9,96,0.00,90,5.8
2024-01-27T07:00,4.6,93,0.00,87,5.6
2024-01-27T08:00,3.7,96,0.00,24,3.7
2024-01-27T09:00,1.0,99,0.00,34,5.8
2024-01-27T10:00,2.2,99,0.00,20,6.2
2024-01-27T11:00,3.5,94,0.00,13,5.8
2024-01-27T12:00,5.2,88,0.00,6,5.2
2024-01-27T13:00,6.9,84,0.00,4,4.8
2024-01-27T14:00,8.2,80,0.00,3,6.0
2024-01-27T15:00,9.0,72,0.00,14,7.7
2024-01-27T16:00,9.1,72,0.00,8,8.0
2024-01-27T17:00,8.5,75,0.00,5,7.0
2024-01-27T18:00,5.4,87,0.00,6,5.4
2024-01-27T19:00,2.9,92,0.00,36,6.8
2024-01-27T20:00,1.6,95,0.00,40,7.1
2024-01-27T21:00,1.4,97,0.00,73,5.6
2024-01-27T22:00,1.1,98,0.00,83,5.5
2024-01-27T23:00,0.2,98,0.00,79,5.9
2024-01-28T00:00,0.0,98,0.00,22,5.9
2024-01-28T01:00,-0.9,97,0.00,1,6.5
2024-01-28T02:00,-1.7,97,0.00,0,6.7
2024-01-28T03:00,1.5,100,0.00,94,2.7
2024-01-28T04:00,1.3,100,0.00,100,1.8
2024-01-28T05:00,1.3,100,0.00,100,1.1
2024-01-28T06:00,1.1,100,0.00,100,2.2
2024-01-28T07:00,1.1,100,0.00,90,1.8
2024-01-28T08:00,0.3,100,0.00,90,3.0
2024-01-28T09:00,-0.2,100,0.00,94,3.4
2024-01-28T10:00,1.1,99,0.00,88,3.7
2024-01-28T11:00,2.0,95,0.00,84,3.9
2024-01-28T12:00,3.4,88,0.00,59,3.3
2024-01-28T13:00,5.0,82,0.00,38,3.3
2024-01-28T14:00,6.3,77,0.00,23,2.2
2024-01-28T15:00,4.9,76,0.00,12,3.1
2024-01-28T16:00,5.7,73,0.00,22,2.7
2024-01-28T17:00,5.8,74,0.00,12,3.4
2024-01-28T18:00,3.7,83,0.00,4,5.1
2024-01-28T19:00,0.7,90,0.00,2,7.5
2024-01-28T20:00,1.4,91,0.00,2,5.7
2024-01-28T21:00,1.8,93,0.00,1,3.2
2024-01-28T22:00,-0.8,98,0.00,2,4.3
2024-01-28T23:00,-0.2,100,0.00,18,3.4
2024-01-29T00:00,-0.0,100,0.00,92,1.6
2024-01-29T01:00,-0.1,100,0.00,99,1.3
2024-01-29T02:00,-0.1,100,0.00,100,2.8
2024-01-29T03:00,-2.0,100,0.00,100,1.5
2024-01-29T04:00,-2.1,100,0.00,100,1.3
2024-01-29T05:00,-1.7,100,0.00,100,2.2
2024-01-29T06:00,-1.7,99,0.00,100,2.3
2024-01-29T07:00,-1.5,99,0.00,100,0.5
2024-01-29T08:00,-1.8,99,0.00,100,0.8
2024-01-29T09:00,-1.9,97,0.00,100,3.4
2024-01-29T10:00,-1.8,98,0.00,100,3.1
2024-01-29T11:00,-0.3,97,0.00,100,2.3
2024-01-29T12:00,1.7,90,0.00,92,3.9
2024-01-29T13:00,3.9,77,0.00,68,3.3
2024-01-29T14:00,5.7,74,0.00,62,1.8
2024-01-29T15:00,6.1,76,0.00,49,1.5
2024-01-29T16:00,6.7,69,0.00,59,1.6
2024-01-29T17:00,5.2,75,0.00,59,4.5
2024-01-29T18:00,5.3,71,0.00,50,4.3
2024-01-29T19:00,4.5,73,0.00,34,3.3
2024-01-29T20:00,3.7,76,0.00,31,4.2
2024-01-29T21:00,3.0,79,0.00,30,2.5
2024-01-29T22:00,2.4,84,0.00,30,3.6
2024-01-29T23:00,2.2,85,0.00,25,2.9
2024-01-30T00:00,2.3,87,0.00,13,1.1
2024-01-30T01:00,2.3,90,0.00,33,0.8
2024-01-30T02:00,2.1,94,0.00,48,1.0
2024-01-30T03:00,1.7,99,0.00,100,0.0
2024-01-30T04:00,1.2,100,0.00,100,3.1
2024-01-30T05:00,1.3,100,0.00,100,3.2
2024-01-30T06:00,0.9,100,0.00,100,0.8
2024-01-30T07:00,-1.5,100,0.00,100,3.3
2024-01-30T08:00,-0.4,100,0.00,100,2.5
2024-01-30T09:00,-0.5,100,0.00,100,0.4
2024-01-30T10:00,-0.2,100,0.00,100,1.8
2024-01-30T11:00,1.0,98,0.00,100,1.3
2024-01-30T12:00,3.7,89,0.00,100,0.8
2024-01-30T13:00,6.5,74,0.00,78,0.8
2024-01-30T14:00,8.9,61,0.00,41,2.1
2024-01-30T15:00,7.8,67,0.00,86,2.4
2024-01-30T16:00,8.6,61,0.00,83,5.0
2024-01-30T17:00,6.2,68,0.00,78,4.7
2024-01-30T18:00,3.1,76,0.00,35,5.4
2024-01-30T19:00,3.8,71,0.00,89,4.3
2024-01-30T20:00,3.5,75,0.00,90,3.3
2024-01-30T21:00,1.1,86,0.00,88,5.1
2024-01-30T22:00,1.3,88,0.00,84,5.4
2024-01-30T23:00,1.4,88,0.00,53,5.1
2024-01-31T00:00,1.1,88,0.00,36,5.4
2024-01-31T01:00,3.0,82,0.00,4,3.6
2024-01-31T02:00,-0.1,90,0.00,4,5.4
2024-01-31T03:00,-0.3,95,0.00,62,7.0
2024-01-31T04:00,1.1,95,0.00,40,4.6
2024-01-31T05:00,0.2,95,0.00,64,5.1
2024-01-31T06:00,-0.4,96,0.00,56,6.5
2024-01-31T07:00,-0.1,96,0.00,58,6.5
2024-01-31T08:00,-0.8,96,0.00,37,8.0
2024-01-31T09:00,2.2,93,0.00,44,5.1
2024-01-31T10:00,1.8,96,0.00,33,2.9
2024-01-31T11:00,4.0,87,0.00,31,4.4
2024-01-31T12:00,6.0,85,0.00,70,2.5
2024-01-31T13:00,7.2,80,0.00,63,1.8
2024-01-31T14:00,8.2,77,0.00,24,0.4
2024-01-31T15:00,9.1,58,0.00,0,3.7
2024-01-31T16:00,9.5,55,0.00,1,3.4
2024-01-31T17:00,8.7,57,0.00,4,2.8
2024-01-31T18:00,7.5,61,0.00,16,4.0
2024-01-31T19:00,1.8,81,0.00,34,5.8
2024-01-31T20:00,0.9,87,0.00,12,6.9
2024-01-31T21:00,-0.0,90,0.00,6,5.9
2024-01-31T22:00,-0.4,92,0.00,0,5.9
2024-01-31T23:00,-0.9,94,0.00,0,5.2
2024-02-01T00:00,-1.0,95,0.00,1,6.5
2024-02-01T01:00,-1.2,95,0.00,19,5.7
2024-02-01T02:00,0.3,92,0.00,27,6.5
2024-02-01T03:00,2.3,93,0.00,100,6.9
2024-02-01T04:00,2.3,93,0.00,100,4.3
2024-02-01T05:00,3.2,89,0.10,100,4.1
2024-02-01T06:00,3.1,90,0.10,100,6.1
2024-02-01T07:00,3.5,88,0.00,100,7.2
2024-02-01T08:00,4.2,83,0.00,100,7.5
2024-02-01T09:00,3.8,86,0.00,100,5.1
2024-02-01T10:00,4.4,85,0.00,100,4.9
2024-02-01T11:00,5.2,82,0.00,90,4.7
2024-02-01T12:00,5.4,85,0.20,60,7.0
2024-02-01T13:00,5.7,89,0.60,100,7.5
2024-02-01T14:00,6.0,90,0.70,100,5.9
2024-02-01T15:00,6.8,87,0.10,100,7.9
2024-02-01T16:00,6.5,90,0.20,100,6.5
2024-02-01T17:00,6.8,88,0.00,100,7.1
2024-02-01T18:00,6.3,90,0.00,100,4.8
2024-02-01T19:00,5.5,92,0.00,100,4.7
2024-02-01T20:00,5.6,92,0.00,100,4.1
2024-02-01T21:00,5.6,92,0.00,100,4.1
2024-02-01T22:00,4.9,93,0.00,100,4.9
2024-02-01T23:00,5.1,93,0.00,100,3.9
2024-02-02T00:00,4.9,94,0.00,100,3.6
2024-02-02T01:00,4.7,96,0.00,100,3.8
2024-02-02T02:00,4.5,96,0.10,100,4.1
2024-02-02T03:00,4.8,96,0.00,100,3.5
2024-02-02T04:00,4.9,95,0.00,76,3.6
2024-02-02T05:00,4.0,97,0.00,20,3.7
2024-02-02T06:00,2.6,99,0.00,50,5.8
2024-02-02T07:00,2.3,99,0.00,41,4.9
2024-02-02T08:00,1.2,100,0.00,100,5.2
2024-02-02T09:00,1.5,100,0.00,100,4.7
2024-02-02T10:00,3.3,98,0.00,100,3.6
2024-02-02T11:00,4.2,96,0.00,100,4.1
2024-02-02T12:00,5.2,96,0.00,100,3.5
2024-02-02T13:00,5.8,96,0.00,100,3.4
2024-02-02T14:00,7.2,89,0.00,33,5.4
2024-02-02T15:00,9.1,73,0.00,94,11.1
2024-02-02T16:00,9.3,70,0.00,64,10.5
2024-02-02T17:00,9.2,72,0.00,33,7.3
2024-02-02T18:00,6.7,83,0.00,16,5.3
2024-02-02T19:00,3.5,90,0.00,7,8.2
2024-02-02T20:00,2.9,91,0.00,3,6.0
2024-02-02T21:00,1.6,95,0.00,0,5.7
2024-02-02T22:00,1.0,98,0.00,0,5.2
2024-02-02T23:00,0.1,100,0.00,1,5.8
2024-02-03T00:00,1.1,99,0.00,2,4.8
2024-02-03T01:00,0.6,98,0.00,8,4.5
2024-02-03T02:00,-0.2,97,0.00,5,6.3
2024-02-03T03:00,-0.2,99,0.00,61,5.3
2024-02-03T04:00,-0.8,99,0.00,35,6.1
2024-02-03T05:00,-0.8,99,0.00,28,5.3
2024-02-03T06:00,-0.4,99,0.00,23,5.2
2024-02-03T07:00,-0.7,98,0.00,21,5.4
2024-02-03T08:00,-1.1,99,0.00,20,4.9
2024-02-03T09:00,-1.2,99,0.00,19,5.4
2024-02-03T10:00,1.6,98,0.00,17,3.8
2024-02-03T11:00,3.5,94,0.00,17,2.3
2024-02-03T12:00,6.3,83,0.00,6,2.1
2024-02-03T13:00,8.0,70,0.00,7,3.0
2024-02-03T14:00,9.2,68,0.00,4,4.7
2024-02-03T15:00,10.4,56,0.00,6,6.7
2024-02-03T16:00,10.5,61,0.00,12,6.4
2024-02-03T17:00,9.7,72,0.00,6,6.1
2024-02-03T18:00,7.1,87,0.00,11,6.6
2024-02-03T19:00,5.0,93,0.00,12,7.7
2024-02-03T20:00,4.2,95,0.00,13,7.0
2024-02-03T21:00,2.6,98,0.00,40,6.9
2024-02-03T22:00,2.8,99,0.00,95,4.8
2024-02-03T23:00,4.0,98,0.00,100,1.8
2024-02-04T00:00,3.8,99,0.00,100,2.8
2024-02-04T01:00,3.8,98,0.00,100,2.2
2024-02-04T02:00,3.6,99,0.00,90,1.8
2024-02-04T03:00,3.3,100,0.00,90,5.5
2024-02-04T04:00,4.3,99,0.00,90,7.2
2024-02-04T05:00,4.4,98,0.00,90,2.6
2024-02-04T06:00,4.5,97,0.00,90,3.4
2024-02-04T07:00,4.4,97,0.00,93,5.4
2024-02-04T08:00,4.5,97,0.00,100,5.2
2024-02-04T09:00,4.1,98,0.00,100,1.9
2024-02-04T10:00,4.3,98,0.00,100,1.3
2024-02-04T11:00,5.2,94,0.00,100,5.2
2024-02-04T12:00,6.2,89,0.00,100,7.4
2024-02-04T13:00,7.3,82,0.00,82,8.4
2024-02-04T14:00,8.7,73,0.00,82,11.8
2024-02-04T15:00,9.9,69,0.00,31,9.4
2024-02-04T16:00,10.7,68,0.00,33,8.0
2024-02-04T17:00,10.3,73,0.00,30,5.1
2024-02-04T18:00,7.7,86,0.00,29,5.2
2024-02-04T19:00,5.5,91,0.00,29,5.5
2024-02-04T20:00,3.9,94,0.00,29,6.5
2024-02-04T21:00,2.7,95,0.00,30,7.2
2024-02-04T22:00,2.0,96,0.00,30,7.5
2024-02-04T23:00,1.6,97,0.00,31,7.9
2024-02-05T00:00,2.6,98,0.00,34,5.4
2024-02-05T01:00,1.9,100,0.00,100,3.7
2024-02-05T02:00,1.9,100,0.00,100,2.2
2024-02-05T03:00,0.3,96,0.00,17,7.8
2024-02-05T04:00,0.1,96,0.00,4,6.4
2024-02-05T05:00,0.0,96,0.00,18,7.1
2024-02-05T06:00,-0.6,96,0.00,25,8.4
2024-02-05T07:00,-0.4,97,0.00,49,6.1
2024-02-05T08:00,-1.1,100,0.00,100,4.7
2024-02-05T09:00,-1.2,99,0.00,100,3.6
2024-02-05T10:00,1.0,99,0.00,100,3.2
2024-02-05T11:00,3.7,97,0.00,91,2.0
2024-02-05T12:00,6.1,80,0.00,34,3.0
2024-02-05T13:00,7.5,74,0.00,30,3.9
2024-02-05T14:00,9.0,70,0.00,16,4.1
2024-02-05T15:00,9.3,67,0.00,22,3.1
2024-02-05T16:00,10.1,65,0.00,31,3.3
2024-02-05T17:00,10.2,69,0.00,30,2.9
2024-02-05T18:00,6.8,84,0.00,28,5.4
2024-02-05T19:00,3.7,91,0.00,0,6.9
2024-02-05T20:00,2.1,95,0.00,0,6.2
2024-02-05T21:00,0.9,97,0.00,0,5.3
2024-02-05T22:00,-0.1,97,0.00,0,5.5
2024-02-05T23:00,-0.2,96,0.00,0,6.6
2024-02-06T00:00,-0.3,93,0.00,18,8.1
2024-02-06T01:00,-0.1,91,0.00,29,8.4
2024-02-06T02:00,0.5,89,0.00,24,6.6
2024-02-06T03:00,0.1,91,0.00,5,9.3
2024-02-06T04:00,0.4,88,0.00,12,7.4
2024-02-06T05:00,-0.5,90,0.00,21,8.0
2024-02-06T06:00,-1.1,91,0.00,30,9.1
2024-02-06T07:00,-1.1,92,0.00,29,9.9
2024-02-06T08:00,-1.2,93,0.00,44,9.9
2024-02-06T09:00,0.4,93,0.00,76,7.9
2024-02-06T10:00,2.3,92,0.00,26,5.2
2024-02-06T11:00,4.3,86,0.00,10,4.9
2024-02-06T12:00,5.8,80,0.00,30,5.9
2024-02-06T13:00,7.2,76,0.00,26,6.9
2024-02-06T14:00,8.5,71,0.00,14,8.2
2024-02-06T15:00,8.7,63,0.00,29,9.8
2024-02-06T16:00,8.4,69,0.00,29,9.4
2024-02-06T17:00,7.3,76,0.00,16,6.6
2024-02-06T18:00,3.6,87,0.00,28,7.4
2024-02-06T19:00,0.8,88,0.00,30,9.4
2024-02-06T20:00,0.7,89,0.00,5,8.6
2024-02-06T21:00,2.4,85,0.00,0,6.7
2024-02-06T22:00,1.7,88,0.00,0,6.8
2024-02-06T23:00,-0.4,92,0.00,0,8.1
2024-02-07T00:00,2.3,90,0.00,0,4.6
2024-02-07T01:00,-0.9,100,0.00,90,3.6
2024-02-07T02:00,-1.7,99,0.00,90,4.0
2024-02-07T03:00,1.8,91,0.00,23,7.8
2024-02-07T04:00,2.4,88,0.00,3,9.8
2024-02-07T05:00,2.8,87,0.00,30,12.4
2024-02-07T06:00,3.3,83,0.00,62,15.3
2024-02-07T07:00,3.9,79,0.00,27,14.4
2024-02-07T08:00,3.9,77,0.00,21,13.0
2024-02-07T09:00,3.5,79,0.00,28,11.7
2024-02-07T10:00,4.8,74,0.00,27,13.0
2024-02-07T11:00,6.6,70,0.00,42,16.9
2024-02-07T12:00,7.8,69,0.00,43,15.6
2024-02-07T13:00,8.7,67,0.00,55,15.5
2024-02-07T14:00,10.0,63,0.00,32,16.4
2024-02-07T15:00,10.0,62,0.00,79,13.0
2024-02-07T16:00,10.3,62,0.00,44,15.9
2024-02-07T17:00,9.8,63,0.00,72,19.0
2024-02-07T18:00,8.7,65,0.00,84,15.5
2024-02-07T19:00,8.3,62,0.00,83,14.3
2024-02-07T20:00,8.7,58,0.00,83,13.8
2024-02-07T21:00,8.9,56,0.10,100,16.3
2024-02-07T22:00,8.3,66,0.80,100,19.9
2024-02-07T23:00,7.4,81,1.70,100,16.3
2024-02-08T00:00,7.2,83,1.40,100,13.0
2024-02-08T01:00,6.9,86,1.60,100,8.4
2024-02-08T02:00,6.3,89,0.20,100,5.0
2024-02-08T03:00,7.5,81,0.00,100,16.6
2024-02-08T04:00,7.3,85,0.20,100,15.3
2024-02-08T05:00,7.3,85,0.20,100,14.0
2024-02-08T06:00,7.6,80,0.00,100,14.1
2024-02-08T07:00,7.5,80,0.00,100,11.8
2024-02-08T08:00,7.1,82,0.00,70,7.8
2024-02-08T09:00,5.4,90,0.00,100,5.2
2024-02-08T10:00,6.8,85,0.20,100,7.9
2024-02-08T11:00,7.6,83,0.00,100,9.4
2024-02-08T12:00,10.4,79,0.00,86,9.3
2024-02-08T13:00,10.8,71,0.00,92,15.4
2024-02-08T14:00,11.4,69,0.00,87,18.1
2024-02-08T15:00,10.3,78,0.00,89,13.2
2024-02-08T16:00,10.5,77,0.00,98,9.5
2024-02-08T17:00,10.2,78,0.00,97,8.8
2024-02-08T18:00,10.0,78,0.00,80,9.4
2024-02-08T19:00,8.9,84,0.20,88,5.5
2024-02-08T20:00,6.8,90,0.00,70,6.1
2024-02-08T21:00,6.0,94,0.00,90,4.8
2024-02-08T22:00,5.7,95,0.00,85,4.0
2024-02-08T23:00,6.1,92,0.00,91,1.4
2024-02-09T00:00,6.1,91,0.00,100,2.1
2024-02-09T01:00,5.4,93,0.00,100,4.0
2024-02-09T02:00,5.5,91,0.00,92,5.5
2024-02-09T03:00,7.7,84,0.20,93,0.8
2024-02-09T04:00,6.9,92,0.20,91,3.1
2024-02-09T05:00,6.5,95,0.80,95,3.1
2024-02-09T06:00,6.4,95,1.20,100,5.2
2024-02-09T07:00,6.5,92,0.50,90,8.5
2024-02-09T08:00,6.1,93,0.10,90,3.9
2024-02-09T09:00,5.7,94,0.00,91,5.5
2024-02-09T10:00,6.8,88,0.00,86,2.2
2024-02-09T11:00,6.7,93,0.10,80,1.9
2024-02-09T12:00,7.0,92,0.20,87,1.5
2024-02-09T13:00,7.4,94,0.00,83,2.6
2024-02-09T14:00,8.1,92,0.00,90,3.1
2024-02-09T15:00,9.1,92,0.00,93,2.5
2024-02-09T16:00,9.7,92,0.00,90,4.7
2024-02-09T17:00,9.4,92,0.10,90,2.3
2024-02-09T18:00,8.4,94,0.10,91,2.5
2024-02-09T19:00,7.5,95,0.10,91,4.0
2024-02-09T20:00,7.1,95,0.10,90,5.2
2024-02-09T21:00,6.7,95,0.10,91,4.2
2024-02-09T22:00,6.3,96,0.00,90,5.6
2024-02-09T23:00,7.1,92,0.00,91,3.1
2024-02-10T00:00,5.8,97,0.00,94,3.1
2024-02-10T01:00,5.5,99,0.00,100,2.6
2024-02-10T02:00,5.4,99,0.00,100,2.5
2024-02-10T03:00,6.2,98,0.00,92,3.9
2024-02-10T04:00,6.0,97,0.00,56,3.9
2024-02-10T05:00,6.2,96,0.00,62,3.2
2024-02-10T06:00,4.2,99,0.00,68,5.0
2024-02-10T07:00,4.0,99,0.00,97,4.7
2024-02-10T08:00,4.5,98,0.00,81,4.6
2024-02-10T09:00,4.3,97,0.00,88,5.1
2024-02-10T10:00,5.3,94,0.00,93,3.8
2024-02-10T11:00,6.5,91,0.00,84,4.2
2024-02-10T12:00,7.5,92,0.00,91,5.1
2024-02-10T13:00,8.9,88,0.00,95,5.6
2024-02-10T14:00,9.9,85,0.00,86,3.3
2024-02-10T15:00,10.6,85,0.00,56,7.9
2024-02-10T16:00,11.8,80,0.00,100,6.4
2024-02-10T17:00,11.1,83,0.00,100,7.7
2024-02-10T18:00,9.6,91,0.00,100,3.3
2024-02-10T19:00,8.0,94,0.00,92,4.4
2024-02-10T20:00,7.4,95,0.00,92,5.1
2024-02-10T21:00,6.9,97,0.00,88,4.4
2024-02-10T22:00,7.1,94,0.10,83,5.6
2024-02-10T23:00,6.7,93,0.10,93,7.0
2024-02-11T00:00,6.8,92,0.10,100,7.0
2024-02-11T01:00,7.1,91,0.20,100,7.1
2024-02-11T02:00,6.7,90,1.10,100,15.6
2024-02-11T03:00,6.4,92,0.70,100,16.1
2024-02-11T04:00,5.4,89,0.30,100,17.7
2024-02-11T05:00,5.0,89,0.30,100,17.2
2024-02-11T06:00,4.8,89,0.20,100,14.4
2024-02-11T07:00,4.7,89,0.20,100,13.7
2024-02-11T08:00,4.5,88,0.20,100,12.5
2024-02-11T09:00,4.8,86,0.00,100,11.5
2024-02-11T10:00,5.4,84,0.00,100,11.8
2024-02-11T11:00,6.3,82,0.00,100,12.3
2024-02-11T12:00,6.6,79,0.00,100,11.6
2024-02-11T13:00,7.0,79,0.50,100,11.6
2024-02-11T14:00,7.5,78,0.10,91,11.4
2024-02-11T15:00,9.2,60,0.00,100,19.1
2024-02-11T16:00,9.3,60,0.10,100,19.6
2024-02-11T17:00,8.9,65,0.00,48,16.5
2024-02-11T18:00,8.0,68,0.00,50,11.5
2024-02-11T19:00,6.8,70,0.00,47,12.4
2024-02-11T20:00,6.2,73,0.00,6,12.0
2024-02-11T21:00,5.8,75,0.00,15,13.0
2024-02-11T22:00,5.2,75,0.10,90,13.2
2024-02-11T23:00,5.1,84,1.50,59,11.0
2024-02-12T00:00,5.0,83,0.50,80,11.5
2024-02-12T01:00,5.0,79,1.10,89,10.5
2024-02-12T02:00,5.2,80,1.10,100,13.0
2024-02-12T03:00,5.2,82,0.00,36,12.7
2024-02-12T04:00,5.1,82,0.30,63,10.7
2024-02-12T05:00,5.2,83,0.20,43,11.5
2024-02-12T06:00,4.1,88,0.10,59,6.8
2024-02-12T07:00,3.1,93,1.20,100,6.2
2024-02-12T08:00,4.2,90,0.90,100,6.1
2024-02-12T09:00,4.6,89,0.90,100,5.2
2024-02-12T10:00,5.0,88,0.30,100,5.2
2024-02-12T11:00,5.7,83,0.10,100,5.4
2024-02-12T12:00,6.1,83,0.20,74,4.7
2024-02-12T13:00,7.1,81,0.10,100,5.0
2024-02-12T14:00,7.7,77,0.10,100,5.1
2024-02-12T15:00,7.2,79,0.60,97,6.7
2024-02-12T16:00,7.5,77,0.00,97,7.2
2024-02-12T17:00,7.6,76,0.00,100,7.3
2024-02-12T18:00,7.0,80,0.00,85,3.5
2024-02-12T19:00,5.1,88,0.00,97,4.9
2024-02-12T20:00,4.7,91,0.00,93,4.0
2024-02-12T21:00,2.9,95,0.00,100,5.9
2024-02-12T22:00,3.4,95,0.00,100,4.5
2024-02-12T23:00,3.2,96,0.00,100,4.2
2024-02-13T00:00,2.1,98,0.00,18,5.2
2024-02-13T01:00,1.0,98,0.00,68,6.3
2024-02-13T02:00,1.8,97,0.00,73,5.5
2024-02-13T03:00,4.5,95,0.80,50,4.0
2024-02-13T04:00,3.7,96,0.70,100,2.2
2024-02-13T05:00,3.1,97,0.10,77,4.0
2024-02-13T06:00,3.0,97,0.00,100,3.7
