latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
47.34622,8.543372,442.0,7200,Europe/Berlin,CEST

time,temperature_2m (°C),relative_humidity_2m (%),apparent_temperature (°C),precipitation (mm),cloud_cover (%),wind_speed_10m (km/h),shortwave_radiation (W/m²),is_day ()
2024-03-24T07:00,3.3,90,-0.6,0.40,100,14.7,0.0,0
2024-03-24T08:00,3.1,87,-1.2,0.90,100,16.3,4.0,1
2024-03-24T09:00,3.7,87,-0.4,0.70,100,15.8,71.0,1
2024-03-24T10:00,4.7,82,0.4,0.10,95,16.9,164.0,1
2024-03-24T11:00,5.5,75,0.9,0.10,95,18.7,304.0,1
2024-03-24T12:00,6.1,68,1.3,0.10,86,19.2,342.0,1
2024-03-24T13:00,7.3,61,2.5,0.10,78,18.6,514.0,1
2024-03-24T14:00,8.0,53,2.9,0.10,81,19.5,529.0,1
2024-03-24T15:00,6.9,55,2.1,0.00,37,16.5,374.0,1
2024-03-24T16:00,8.2,54,3.7,0.00,48,16.2,568.0,1
2024-03-24T17:00,6.6,60,2.4,0.40,48,13.6,365.0,1
2024-03-24T18:00,5.6,69,1.2,1.10,43,15.8,225.0,1
2024-03-24T19:00,5.4,71,2.2,0.00,52,7.7,125.0,1
2024-03-24T20:00,4.0,72,0.9,0.00,81,6.2,17.0,0
2024-03-24T21:00,3.5,77,0.5,0.10,44,5.4,0.0,0
2024-03-24T22:00,2.8,79,-0.3,0.00,32,6.3,0.0,0
2024-03-24T23:00,3.0,76,-0.5,0.00,47,8.3,0.0,0
2024-03-25T00:00,3.1,81,-0.5,0.50,80,10.4,0.0,0
2024-03-25T01:00,3.2,78,-0.6,0.90,75,10.6,0.0,0
2024-03-25T02:00,2.8,80,-0.1,0.80,84,5.2,0.0,0
2024-03-25T03:00,1.5,93,-1.2,0.20,93,4.8,0.0,0
2024-03-25T04:00,2.9,91,0.5,0.10,80,4.0,0.0,0
2024-03-25T05:00,2.0,94,-0.6,0.00,82,4.1,0.0,0
2024-03-25T06:00,2.5,94,0.0,0.00,80,3.9,0.0,0
2024-03-25T07:00,3.3,91,1.2,0.00,62,2.2,0.0,0
2024-03-25T08:00,2.3,98,-0.0,0.00,4,3.5,13.0,1
2024-03-25T09:00,3.9,89,1.6,0.00,1,3.9,144.0,1
2024-03-25T10:00,5.7,76,3.0,0.00,5,5.5,321.0,1
2024-03-25T11:00,7.3,67,4.3,0.00,4,8.3,486.0,1
2024-03-25T12:00,8.9,58,5.9,0.00,12,9.5,619.0,1
2024-03-25T13:00,10.1,54,7.5,0.00,9,10.2,703.0,1
2024-03-25T14:00,11.0,52,8.6,0.00,11,10.8,734.0,1
2024-03-25T15:00,11.2,50,8.5,0.00,30,10.5,685.0,1
2024-03-25T16:00,11.5,51,8.3,0.00,30,11.4,609.0,1
2024-03-25T17:00,11.3,54,7.7,0.00,31,12.3,482.0,1
2024-03-25T18:00,10.5,56,6.7,0.00,35,13.3,329.0,1
2024-03-25T19:00,9.0,61,5.8,0.00,50,9.1,149.0,1
2024-03-25T20:00,6.8,63,3.7,0.00,75,6.9,20.0,0
2024-03-25T21:00,5.4,68,2.2,0.00,46,7.1,0.0,0
2024-03-25T22:00,4.5,74,1.3,0.00,30,7.9,0.0,0
2024-03-25T23:00,3.7,79,0.6,0.00,30,6.8,0.0,0
2024-03-26T00:00,3.5,83,0.7,0.00,32,5.6,0.0,0
2024-03-26T01:00,2.3,86,-0.6,0.00,33,5.5,0.0,0
2024-03-26T02:00,1.6,91,-1.2,0.00,36,5.4,0.0,0
2024-03-26T03:00,2.2,91,-0.3,0.00,31,3.5,0.0,0
2024-03-26T04:00,1.2,93,-1.5,0.00,33,3.8,0.0,0
2024-03-26T05:00,0.8,94,-1.9,0.00,45,3.7,0.0,0
2024-03-26T06:00,1.2,94,-1.7,0.00,53,5.8,0.0,0
2024-03-26T07:00,2.9,84,0.1,0.00,62,5.3,0.0,0
2024-03-26T08:00,2.2,89,-0.3,0.00,55,3.1,18.0,1
2024-03-26T09:00,5.0,78,2.6,0.00,27,3.6,146.0,1
2024-03-26T10:00,7.9,67,5.6,0.00,29,3.7,323.0,1
2024-03-26T11:00,10.1,57,7.5,0.00,35,5.2,390.0,1
2024-03-26T12:00,12.6,48,10.1,0.00,57,6.4,589.0,1
2024-03-26T13:00,14.3,44,11.8,0.00,28,8.7,639.0,1
2024-03-26T14:00,15.2,40,12.3,0.00,33,13.3,708.0,1
2024-03-26T15:00,15.2,40,12.0,0.00,19,13.9,663.0,1
2024-03-26T16:00,15.4,40,12.0,0.00,27,13.2,610.0,1
2024-03-26T17:00,15.2,41,11.6,0.00,26,12.3,464.0,1
2024-03-26T18:00,14.4,46,11.4,0.00,32,9.9,309.0,1
2024-03-26T19:00,12.7,49,9.4,0.00,66,10.4,144.0,1
2024-03-26T20:00,9.7,56,6.7,0.00,47,7.1,22.0,0
2024-03-26T21:00,7.9,66,4.9,0.00,60,8.2,0.0,0
2024-03-26T22:00,9.1,60,6.2,0.00,81,7.2,0.0,0
2024-03-26T23:00,10.1,48,6.4,0.00,49,10.9,0.0,0
2024-03-27T00:00,8.5,57,5.5,0.00,85,6.8,0.0,0
2024-03-27T01:00,9.2,53,6.7,0.00,74,2.9,0.0,0
2024-03-27T02:00,6.0,75,3.5,0.00,76,5.2,0.0,0
2024-03-27T03:00,7.5,71,4.7,0.00,33,7.4,0.0,0
2024-03-27T04:00,9.1,57,6.7,0.00,56,2.7,0.0,0
2024-03-27T05:00,5.7,78,3.1,0.00,40,5.6,0.0,0
2024-03-27T06:00,6.8,70,4.5,0.00,43,3.1,0.0,0
2024-03-27T07:00,6.3,73,4.2,0.00,41,1.5,0.0,0
2024-03-27T08:00,5.2,84,2.9,0.00,82,4.0,16.0,1
2024-03-27T09:00,7.2,79,4.9,0.00,43,5.4,99.0,1
2024-03-27T10:00,9.3,79,6.1,0.00,100,15.2,282.0,1
2024-03-27T11:00,8.7,79,4.8,0.10,100,18.9,225.0,1
2024-03-27T12:00,8.5,75,4.2,0.30,100,20.0,282.0,1
2024-03-27T13:00,8.4,76,4.1,0.50,100,20.2,343.0,1
2024-03-27T14:00,7.8,77,4.1,0.70,100,15.6,252.0,1
2024-03-27T15:00,6.5,85,2.7,0.80,100,16.9,171.0,1
2024-03-27T16:00,6.2,88,2.5,0.70,100,15.8,167.0,1
2024-03-27T17:00,5.8,90,2.4,0.40,100,13.7,102.0,1
2024-03-27T18:00,5.5,90,2.2,0.40,100,13.2,69.0,1
2024-03-27T19:00,5.1,92,1.8,0.40,100,12.7,33.0,1
2024-03-27T20:00,4.8,92,1.7,0.20,100,11.3,7.0,0
2024-03-27T21:00,4.7,90,2.0,0.10,90,8.0,0.0,0
2024-03-27T22:00,3.9,95,1.5,0.00,59,5.0,0.0,0
2024-03-27T23:00,4.7,90,3.1,0.00,31,0.4,0.0,0
2024-03-28T00:00,1.7,96,-1.0,0.00,0,5.4,0.0,0
2024-03-28T01:00,2.3,97,-0.3,0.00,3,5.8,0.0,0
2024-03-28T02:00,1.3,97,-1.7,0.00,80,7.3,0.0,0
2024-03-28T03:00,2.0,98,-0.4,0.00,7,4.4,0.0,0
2024-03-28T04:00,1.7,100,-0.9,0.00,88,4.8,0.0,0
2024-03-28T05:00,1.2,100,-1.2,0.00,91,3.2,0.0,0
2024-03-28T06:00,0.7,100,-2.1,0.00,100,5.4,0.0,0
2024-03-28T07:00,0.6,99,-1.9,0.00,100,3.1,0.0,0
2024-03-28T08:00,1.1,98,-1.3,0.20,100,3.2,14.0,1
2024-03-28T09:00,2.4,95,0.1,0.00,100,3.6,84.0,1
2024-03-28T10:00,2.2,99,-1.4,0.40,92,12.3,58.0,1
2024-03-28T11:00,3.3,95,0.2,1.10,90,10.1,48.0,1
2024-03-28T12:00,5.5,89,3.2,0.20,90,5.6,148.0,1
2024-03-28T13:00,6.7,86,4.4,0.10,85,6.5,193.0,1
2024-03-28T14:00,9.2,77,7.0,0.00,17,7.1,385.0,1
2024-03-28T15:00,8.6,69,5.5,0.00,32,11.0,343.0,1
2024-03-28T16:00,11.4,48,6.3,0.00,33,22.7,597.0,1
2024-03-28T17:00,11.0,42,5.5,0.00,7,22.2,438.0,1
2024-03-28T18:00,10.9,43,6.2,0.00,34,16.6,345.0,1
2024-03-28T19:00,9.7,48,6.0,0.00,1,10.3,153.0,1
2024-03-28T20:00,5.0,68,1.7,0.00,2,8.1,28.0,0
2024-03-28T21:00,4.0,79,1.0,0.00,11,6.5,0.0,0
2024-03-28T22:00,3.0,88,-0.0,0.00,10,7.2,0.0,0
2024-03-28T23:00,2.2,90,-0.7,0.00,47,6.7,0.0,0
2024-03-29T00:00,2.4,90,-0.6,0.00,65,7.1,0.0,0
2024-03-29T01:00,2.7,87,-0.3,0.00,20,7.3,0.0,0
2024-03-29T02:00,1.8,88,-1.3,0.00,82,6.3,0.0,0
2024-03-29T03:00,3.6,75,-0.0,0.00,47,9.7,0.0,0
2024-03-29T04:00,4.8,70,2.3,0.00,55,2.3,0.0,0
2024-03-29T05:00,1.4,84,-1.6,0.00,47,4.9,0.0,0
2024-03-29T06:00,4.1,76,1.6,0.00,81,2.3,0.0,0
2024-03-29T07:00,1.5,88,-1.0,0.00,55,2.2,0.0,0
2024-03-29T08:00,2.9,87,0.1,0.00,86,5.2,23.0,1
2024-03-29T09:00,5.8,77,3.3,0.00,58,5.5,119.0,1
2024-03-29T10:00,9.3,71,6.6,0.00,95,9.3,229.0,1
2024-03-29T11:00,10.8,67,8.0,0.00,95,10.5,360.0,1
2024-03-29T12:00,12.5,62,10.5,0.00,57,6.2,510.0,1
2024-03-29T13:00,14.2,58,13.1,0.00,49,2.9,592.0,1
2024-03-29T14:00,16.5,55,15.9,0.00,38,4.1,655.0,1
2024-03-29T15:00,18.7,49,17.6,0.00,62,5.5,603.0,1
2024-03-29T16:00,17.8,42,14.2,0.00,83,16.2,500.0,1
2024-03-29T17:00,16.6,50,14.2,0.00,71,10.0,272.0,1
2024-03-29T18:00,16.3,50,14.1,0.00,86,8.7,236.0,1
2024-03-29T19:00,14.9,54,12.9,0.00,62,6.3,103.0,1
2024-03-29T20:00,14.1,45,10.7,0.00,75,11.8,26.0,0
2024-03-29T21:00,14.1,46,10.7,0.00,47,11.3,0.0,0
2024-03-29T22:00,12.4,52,9.4,0.00,79,9.4,0.0,0
2024-03-29T23:00,10.5,60,7.9,0.00,53,7.1,0.0,0
2024-03-30T00:00,8.8,69,6.1,0.00,60,7.9,0.0,0
2024-03-30T01:00,8.6,70,6.1,0.00,76,7.0,0.0,0
2024-03-30T02:00,7.5,76,5.1,0.00,63,5.9,0.0,0
2024-03-30T03:00,9.4,66,6.8,0.00,61,7.3,0.0,0
2024-03-30T04:00,10.2,60,6.8,0.00,36,11.8,0.0,0
2024-03-30T05:00,9.8,62,6.9,0.00,45,8.8,0.0,0
2024-03-30T06:00,7.9,72,5.5,0.00,46,5.8,0.0,0
2024-03-30T07:00,7.2,76,4.8,0.00,35,6.1,0.0,0
2024-03-30T08:00,7.5,80,5.4,0.00,26,5.0,27.0,1
2024-03-30T09:00,10.6,75,9.0,0.00,27,4.4,164.0,1
2024-03-30T10:00,14.3,68,13.6,0.00,74,1.9,303.0,1
2024-03-30T11:00,16.4,59,14.9,0.00,100,7.3,341.0,1
2024-03-30T12:00,17.3,43,14.8,0.00,72,7.9,343.0,1
2024-03-30T13:00,17.9,42,16.0,0.00,88,4.6,403.0,1
2024-03-30T14:00,17.9,43,16.1,0.00,36,4.0,311.0,1
2024-03-30T15:00,18.7,41,14.8,0.00,84,22.4,650.0,1
2024-03-30T16:00,18.5,40,14.6,0.00,53,17.3,526.0,1
2024-03-30T17:00,17.3,44,14.2,0.00,24,12.6,361.0,1
2024-03-30T18:00,15.3,60,12.7,0.00,64,13.3,312.0,1
2024-03-30T19:00,12.5,73,9.8,0.10,59,14.5,155.0,1
2024-03-30T20:00,10.5,78,8.3,0.10,75,9.7,25.0,0
2024-03-30T21:00,9.3,84,7.5,0.10,28,6.7,0.0,0
2024-03-30T22:00,9.5,81,8.0,0.10,50,4.1,0.0,0
2024-03-30T23:00,7.0,93,5.0,0.10,74,6.4,0.0,0
2024-03-31T00:00,7.2,94,5.6,0.30,100,5.1,0.0,0
2024-03-31T01:00,7.7,94,6.5,0.30,68,2.7,0.0,0
2024-03-31T02:00,7.3,94,5.9,0.00,68,3.3,0.0,0
2024-03-31T03:00,7.6,95,6.4,0.00,28,2.9,0.0,0
2024-03-31T04:00,6.7,97,5.1,0.00,25,4.0,0.0,0
2024-03-31T05:00,6.0,97,4.1,0.00,45,5.4,0.0,0
2024-03-31T06:00,5.6,98,3.9,0.00,92,3.6,0.0,0
2024-03-31T07:00,5.8,98,4.0,0.00,89,4.5,0.0,0
2024-03-31T08:00,6.4,98,5.0,0.00,100,2.7,20.0,1
2024-03-31T09:00,7.6,94,6.3,0.00,76,3.1,85.0,1
2024-03-31T10:00,9.8,89,8.8,0.00,40,3.3,266.0,1
2024-03-31T11:00,12.5,80,11.4,0.00,49,6.0,474.0,1
2024-03-31T12:00,14.8,73,13.7,0.00,77,7.7,526.0,1
2024-03-31T13:00,16.4,51,14.3,0.00,90,7.6,460.0,1
2024-03-31T14:00,16.8,47,14.5,0.00,46,8.0,437.0,1
2024-03-31T15:00,18.5,44,15.9,0.00,36,13.6,619.0,1
2024-03-31T16:00,18.0,41,14.5,0.00,19,14.8,544.0,1
2024-03-31T17:00,17.4,43,14.2,0.00,100,13.0,393.0,1
2024-03-31T18:00,16.6,51,14.6,0.00,89,7.6,235.0,1
2024-03-31T19:00,14.6,57,12.7,0.00,98,6.2,87.0,1
2024-03-31T20:00,15.0,46,12.6,0.00,42,5.8,15.0,0
2024-03-31T21:00,9.7,70,7.3,0.00,100,7.8,0.0,0
2024-03-31T22:00,10.9,66,8.7,0.00,69,5.9,0.0,0
2024-03-31T23:00,11.4,60,9.2,0.00,62,4.9,0.0,0
2024-04-01T00:00,8.7,78,6.7,0.00,90,5.8,0.0,0
2024-04-01T01:00,9.0,75,7.2,0.00,82,3.8,0.0,0
2024-04-01T02:00,7.8,81,5.8,0.00,74,5.1,0.0,0
2024-04-01T03:00,9.3,83,7.3,0.00,39,7.2,0.0,0
2024-04-01T04:00,10.7,72,9.3,0.00,97,2.3,0.0,0
2024-04-01T05:00,9.2,87,7.5,0.10,98,6.6,0.0,0
2024-04-01T06:00,9.0,91,5.9,0.60,100,17.0,0.0,0
2024-04-01T07:00,9.0,89,5.1,2.70,100,22.3,0.0,0
2024-04-01T08:00,8.3,86,5.0,1.70,100,16.4,2.0,1
2024-04-01T09:00,8.3,85,4.8,1.10,100,16.6,26.0,1
2024-04-01T10:00,8.0,83,3.9,0.90,100,19.7,25.0,1
2024-04-01T11:00,7.4,84,2.6,0.60,100,24.3,59.0,1
2024-04-01T12:00,7.4,85,3.3,0.60,100,19.8,119.0,1
2024-04-01T13:00,7.7,81,3.9,0.50,94,17.4,169.0,1
2024-04-01T14:00,9.4,72,5.3,0.10,98,19.1,329.0,1
2024-04-01T15:00,9.8,71,6.7,0.10,100,12.4,347.0,1
2024-04-01T16:00,9.5,71,6.6,0.10,88,11.2,261.0,1
2024-04-01T17:00,9.0,78,6.0,1.60,87,12.5,210.0,1
2024-04-01T18:00,8.8,82,6.4,0.80,62,9.4,170.0,1
2024-04-01T19:00,8.2,85,5.8,0.40,100,9.7,123.0,1
2024-04-01T20:00,7.4,90,5.9,0.00,57,3.7,18.0,0
2024-04-01T21:00,5.6,92,3.6,0.10,64,5.0,0.0,0
2024-04-01T22:00,5.7,91,3.5,0.00,49,5.4,0.0,0
2024-04-01T23:00,5.9,85,3.5,0.00,44,6.6,0.0,0
2024-04-02T00:00,7.1,78,4.1,0.00,15,10.2,0.0,0
2024-04-02T01:00,6.8,78,3.5,0.00,24,12.0,0.0,0
2024-04-02T02:00,6.7,80,3.2,0.40,34,13.7,0.0,0
2024-04-02T03:00,6.1,83,2.3,0.20,99,15.5,0.0,0
2024-04-02T04:00,6.6,81,2.8,0.00,32,15.5,0.0,0
2024-04-02T05:00,6.2,82,2.4,0.00,92,15.5,0.0,0
2024-04-02T06:00,6.5,80,2.4,0.00,47,17.3,0.0,0
2024-04-02T07:00,6.1,81,1.9,0.00,62,17.7,0.0,0
2024-04-02T08:00,6.4,81,2.3,0.20,56,17.9,22.0,1
2024-04-02T09:00,7.3,78,3.2,0.00,28,18.0,124.0,1
2024-04-02T10:00,9.0,70,5.1,0.00,57,16.4,318.0,1
2024-04-02T11:00,10.1,61,5.7,0.00,27,19.2,485.0,1
2024-04-02T12:00,11.2,59,6.8,0.00,25,21.2,592.0,1
2024-04-02T13:00,11.3,58,6.7,0.20,27,24.6,648.0,1
2024-04-02T14:00,12.2,47,7.2,0.00,35,23.7,627.0,1
2024-04-02T15:00,12.5,50,8.1,0.00,18,21.6,663.0,1
2024-04-02T16:00,12.3,49,7.5,0.00,26,21.7,588.0,1
2024-04-02T17:00,12.4,51,7.9,0.00,15,18.8,454.0,1
2024-04-02T18:00,12.1,52,8.1,0.00,22,15.7,331.0,1
2024-04-02T19:00,11.1,55,7.9,0.00,4,10.7,177.0,1
2024-04-02T20:00,8.4,61,5.4,0.00,0,7.1,38.0,0
2024-04-02T21:00,6.5,68,3.7,0.00,2,6.2,0.0,0
2024-04-02T22:00,4.8,80,1.9,0.00,4,7.3,0.0,0
2024-04-02T23:00,3.5,88,0.6,0.00,2,6.9,0.0,0
2024-04-03T00:00,2.4,94,-0.4,0.00,3,6.5,0.0,0
2024-04-03T01:00,1.9,97,-1.1,0.00,17,7.1,0.0,0
2024-04-03T02:00,1.6,99,-1.3,0.00,20,6.9,0.0,0
2024-04-03T03:00,3.9,93,1.8,0.00,38,3.1,0.0,0
2024-04-03T04:00,2.8,95,0.1,0.00,80,6.4,0.0,0
2024-04-03T05:00,3.3,93,0.9,0.00,86,4.9,0.0,0
2024-04-03T06:00,3.8,93,1.7,0.00,90,3.2,0.0,0
2024-04-03T07:00,4.5,87,2.1,0.00,91,4.4,0.0,1
2024-04-03T08:00,5.4,82,3.2,0.20,92,4.0,11.0,1
2024-04-03T09:00,6.6,80,4.6,0.10,80,3.1,67.0,1
2024-04-03T10:00,8.6,78,7.3,0.00,61,0.8,181.0,1
2024-04-03T11:00,10.8,64,9.1,0.00,84,2.2,313.0,1
2024-04-03T12:00,11.6,57,9.5,0.00,70,3.7,310.0,1
2024-04-03T13:00,10.8,62,7.9,0.00,100,10.2,161.0,1
2024-04-03T14:00,11.0,64,8.8,0.00,100,5.4,155.0,1
2024-04-03T15:00,10.4,75,8.5,0.00,100,6.6,149.0,1
2024-04-03T16:00,10.6,74,7.5,0.10,100,14.9,95.0,1
2024-04-03T17:00,10.5,75,6.6,0.20,100,20.9,64.0,1
2024-04-03T18:00,10.3,80,7.0,0.70,76,16.8,62.0,1
2024-04-03T19:00,10.4,79,7.8,0.00,75,12.3,77.0,1
2024-04-03T20:00,9.5,80,7.4,0.00,37,8.5,26.0,0
2024-04-03T21:00,9.0,80,6.5,0.00,33,10.1,0.0,0
2024-04-03T22:00,9.4,76,6.4,0.00,41,12.5,0.0,0
2024-04-03T23:00,9.9,73,6.8,1.60,22,13.0,0.0,0
2024-04-04T00:00,9.7,73,6.5,0.00,37,14.3,0.0,0
2024-04-04T01:00,9.5,74,6.6,0.00,35,11.8,0.0,0
2024-04-04T02:00,9.3,74,6.5,0.00,58,10.9,0.0,0
2024-04-04T03:00,9.9,80,7.1,0.00,77,13.7,0.0,0
2024-04-04T04:00,9.4,82,7.3,0.50,70,8.8,0.0,0
2024-04-04T05:00,8.5,86,6.7,0.00,44,6.0,0.0,0
2024-04-04T06:00,6.8,89,4.8,0.00,21,5.6,0.0,0
2024-04-04T07:00,5.4,91,3.2,0.00,68,5.9,0.0,1
2024-04-04T08:00,7.8,85,5.8,0.00,98,5.9,30.0,1
2024-04-04T09:00,8.6,85,6.3,0.00,44,8.8,33.0,1
2024-04-04T10:00,11.8,80,10.6,0.00,43,5.4,288.0,1
2024-04-04T11:00,14.2,68,13.2,0.00,37,4.2,452.0,1
2024-04-04T12:00,16.0,58,14.6,0.00,88,5.4,502.0,1
2024-04-04T13:00,17.2,54,15.2,0.00,90,9.7,509.0,1
2024-04-04T14:00,15.8,59,13.3,0.00,90,12.8,160.0,1
2024-04-04T15:00,14.5,69,13.4,0.10,90,5.9,189.0,1
2024-04-04T16:00,14.9,70,13.8,0.00,79,6.9,167.0,1
2024-04-04T17:00,15.3,66,13.9,0.00,88,8.2,178.0,1
2024-04-04T18:00,15.2,67,14.2,0.00,91,5.4,137.0,1
2024-04-04T19:00,13.9,72,12.4,0.00,86,7.9,39.0,1
2024-04-04T20:00,11.8,80,10.7,0.00,70,4.8,17.0,0
2024-04-04T21:00,10.6,84,9.6,0.00,65,3.7,0.0,0
2024-04-04T22:00,9.8,87,8.8,0.00,54,3.3,0.0,0
2024-04-04T23:00,8.1,94,6.9,0.00,46,3.3,0.0,0
2024-04-05T00:00,7.5,95,5.9,0.00,53,5.2,0.0,0
2024-04-05T01:00,7.0,93,5.3,0.00,50,4.8,0.0,0
2024-04-05T02:00,6.8,93,5.3,0.00,57,3.6,0.0,0
2024-04-05T03:00,9.8,81,8.5,0.00,75,3.0,0.0,0
2024-04-05T04:00,9.0,80,7.4,0.00,44,3.8,0.0,0
2024-04-05T05:00,7.7,84,5.6,0.00,50,6.5,0.0,0
2024-04-05T06:00,7.3,86,5.3,0.00,34,5.0,0.0,0
2024-04-05T07:00,6.1,92,4.2,0.00,87,4.3,0.0,1
2024-04-05T08:00,7.2,90,5.3,0.00,29,5.2,42.0,1
2024-04-05T09:00,10.4,81,9.4,0.00,32,1.9,193.0,1
2024-04-05T10:00,13.7,73,13.2,0.00,27,1.4,356.0,1
2024-04-05T11:00,16.2,63,15.7,0.00,30,1.8,528.0,1
2024-04-05T12:00,18.3,54,17.8,0.00,31,4.6,631.0,1
2024-04-05T13:00,20.0,49,19.9,0.00,23,6.2,726.0,1
2024-04-05T14:00,21.3,44,21.4,0.00,58,5.4,757.0,1
2024-04-05T15:00,21.3,42,19.2,0.00,35,11.2,566.0,1
2024-04-05T16:00,21.7,42,19.5,0.00,79,13.8,592.0,1
2024-04-05T17:00,21.3,45,19.5,0.00,90,10.2,389.0,1
2024-04-05T18:00,19.6,55,18.6,0.00,59,7.4,154.0,1
2024-04-05T19:00,18.4,60,17.7,0.00,89,6.4,122.0,1
2024-04-05T20:00,15.3,72,14.2,0.00,90,8.2,21.0,1
2024-04-05T21:00,15.1,70,14.2,0.00,49,5.6,0.0,0
2024-04-05T22:00,11.7,80,10.5,0.00,72,5.6,0.0,0
2024-04-05T23:00,10.7,81,9.3,0.00,37,5.3,0.0,0
2024-04-06T00:00,11.5,70,10.2,0.00,29,2.5,0.0,0
2024-04-06T01:00,8.6,82,6.8,0.00,32,5.4,0.0,0
2024-04-06T02:00,7.7,83,5.5,0.00,35,6.8,0.0,0
2024-04-06T03:00,7.6,87,5.7,0.00,0,5.5,0.0,0
2024-04-06T04:00,7.6,83,5.3,0.00,4,7.2,0.0,0
2024-04-06T05:00,6.8,85,4.6,0.00,2,5.4,0.0,0
2024-04-06T06:00,5.7,90,3.5,0.00,7,5.4,0.0,0
2024-04-06T07:00,4.8,93,2.4,0.00,7,6.2,0.0,1
2024-04-06T08:00,7.3,86,5.6,0.00,1,4.0,52.0,1
2024-04-06T09:00,10.8,79,10.1,0.00,27,0.4,208.0,1
2024-04-06T10:00,13.9,69,13.4,0.00,30,0.7,379.0,1
2024-04-06T11:00,16.5,61,16.1,0.00,30,0.7,513.0,1
2024-04-06T12:00,18.6,54,18.8,0.00,11,2.1,654.0,1
2024-04-06T13:00,20.5,49,21.3,0.00,9,1.8,742.0,1
2024-04-06T14:00,22.0,46,23.3,0.00,14,1.5,776.0,1
2024-04-06T15:00,22.8,41,23.0,0.00,26,5.1,736.0,1
2024-04-06T16:00,23.3,45,23.4,0.00,29,5.6,653.0,1
2024-04-06T17:00,23.4,48,23.3,0.00,28,4.1,526.0,1
2024-04-06T18:00,22.8,54,23.4,0.00,26,2.5,373.0,1
2024-04-06T19:00,20.5,72,21.9,0.00,23,2.6,200.0,1
2024-04-06T20:00,20.0,58,19.7,0.00,30,5.2,48.0,1
2024-04-06T21:00,18.6,63,18.6,0.00,30,3.6,0.0,0
2024-04-06T22:00,12.7,88,12.1,0.00,22,5.5,0.0,0
2024-04-06T23:00,10.4,95,9.6,0.00,22,5.4,0.0,0
2024-04-07T00:00,9.1,94,7.8,0.00,22,5.2,0.0,0
2024-04-07T01:00,8.1,87,6.2,0.00,24,5.9,0.0,0
2024-04-07T02:00,7.4,80,5.2,0.00,5,5.9,0.0,0
2024-04-07T03:00,9.5,66,7.7,0.00,29,2.2,0.0,0
2024-04-07T04:00,9.8,66,8.2,0.00,23,0.5,0.0,0
2024-04-07T05:00,7.1,81,5.0,0.00,29,4.3,0.0,0
2024-04-07T06:00,8.4,73,6.1,0.00,29,5.4,0.0,0
2024-04-07T07:00,7.9,78,5.7,0.00,26,5.4,0.0,1
2024-04-07T08:00,9.3,77,7.0,0.00,22,8.0,57.0,1
2024-04-07T09:00,12.9,70,11.4,0.00,29,5.5,210.0,1
2024-04-07T10:00,16.3,67,16.0,0.00,29,2.2,376.0,1
2024-04-07T11:00,18.8,52,17.8,0.00,30,4.3,523.0,1
2024-04-07T12:00,20.2,48,19.6,0.00,30,5.5,622.0,1
2024-04-07T13:00,21.7,45,21.7,0.00,30,4.2,680.0,1
2024-04-07T14:00,22.9,39,22.7,0.00,30,3.6,666.0,1
2024-04-07T15:00,23.1,35,22.7,0.00,30,2.1,649.0,1
2024-04-07T16:00,23.5,37,22.6,0.00,30,3.6,576.0,1
2024-04-07T17:00,23.7,41,22.8,0.00,30,5.5,506.0,1
2024-04-07T18:00,22.9,55,23.3,0.00,30,4.3,312.0,1
2024-04-07T19:00,20.1,67,20.5,0.00,30,5.4,135.0,1
2024-04-07T20:00,16.1,76,15.4,0.00,30,9.0,34.0,1
2024-04-07T21:00,16.3,71,15.8,0.00,30,5.9,0.0,0
2024-04-07T22:00,13.4,85,12.9,0.00,30,5.8,0.0,0
2024-04-07T23:00,12.2,91,11.6,0.00,30,5.9,0.0,0
2024-04-08T00:00,10.8,92,10.3,0.00,30,2.7,0.0,0
2024-04-08T01:00,11.0,90,10.0,0.00,30,6.3,0.0,0
2024-04-08T02:00,12.3,86,11.8,0.00,30,4.0,0.0,0
2024-04-08T03:00,10.8,90,9.9,0.00,31,4.7,0.0,0
2024-04-08T04:00,9.8,90,8.8,0.00,20,3.4,0.0,0
2024-04-08T05:00,8.8,90,7.3,0.00,3,5.0,0.0,0
2024-04-08T06:00,8.4,88,6.7,0.00,2,5.6,0.0,0
2024-04-08T07:00,8.7,84,7.1,0.00,0,4.4,0.0,1
2024-04-08T08:00,10.7,78,8.9,0.00,4,7.3,59.0,1
2024-04-08T09:00,14.1,73,13.0,0.00,1,6.1,214.0,1
2024-04-08T10:00,17.3,66,16.9,0.00,13,4.5,389.0,1
2024-04-08T11:00,19.8,59,19.7,0.00,17,3.9,548.0,1
2024-04-08T12:00,21.7,57,22.3,0.00,31,6.8,655.0,1
2024-04-08T13:00,23.2,54,24.5,0.00,27,5.1,697.0,1
2024-04-08T14:00,24.1,53,25.4,0.00,32,6.2,711.0,1
2024-04-08T15:00,24.3,48,24.6,0.00,4,4.7,582.0,1
2024-04-08T16:00,24.7,46,25.8,0.00,25,1.6,626.0,1
2024-04-08T17:00,24.6,49,24.4,0.00,9,8.5,502.0,1
2024-04-08T18:00,24.0,47,23.6,0.00,70,7.0,371.0,1
2024-04-08T19:00,21.3,54,20.6,0.00,18,7.7,160.0,1
